,Unnamed: 0,question,correct_answer,guess,buzz,sentence_count,guess_word_count,guess_has_paren,guess_length,guess_entity
3957,3957,"At the end of this novel, help comes to the main characters' village from the agricultural expert Napoleon Letsitsi. One character in this work follows his cousin Matthew and Johannes Parfuri and is defended by Mr. Carmichael in a murder trial. This work starts with the main character leaving the village of Ndotsheni when he gets news that his sister Gertrude is sick. That character's son (*) Absalom killed Arthur Jarvis. For 10 points, name this work in which Stephen Kumalo goes to Johannesburg, which was written by Alan Paton.","{Cry}, {the Beloved Country}","Cry,_the_Beloved_Country",True,7,4,0,24,
3958,3958,.Monostatos tries to pursue a princess who was supposedly kidnapped by Sarastro in this work,The {Magic Flute} or {Die Zauberflote},The_Magic_Flute,True,2,3,0,15,"{'entity': 'I-MISC', 'score': 0.9311614, 'index': 1, 'word': 'The', 'start': 0, 'end': 3}"
3959,3959,".Monostatos tries to pursue a princess who was supposedly kidnapped by Sarastro in this work. The queen instructs her daughter to kill Sarastro and gives her a dagger in this work, and one character breaks his vow of fasting by accepting water from an old woman",The {Magic Flute} or {Die Zauberflote},The_Magic_Flute,True,3,3,0,15,"{'entity': 'I-MISC', 'score': 0.9311614, 'index': 1, 'word': 'The', 'start': 0, 'end': 3}"
3960,3960,".Monostatos tries to pursue a princess who was supposedly kidnapped by Sarastro in this work. The queen instructs her daughter to kill Sarastro and gives her a dagger in this work, and one character breaks his vow of fasting by accepting water from an old woman. That old woman later turns out to be (*) Papagena, who eventually settles down with Papageno",The {Magic Flute} or {Die Zauberflote},The_Magic_Flute,True,4,3,0,15,"{'entity': 'I-MISC', 'score': 0.9311614, 'index': 1, 'word': 'The', 'start': 0, 'end': 3}"
3961,3961,".Monostatos tries to pursue a princess who was supposedly kidnapped by Sarastro in this work. The queen instructs her daughter to kill Sarastro and gives her a dagger in this work, and one character breaks his vow of fasting by accepting water from an old woman. That old woman later turns out to be (*) Papagena, who eventually settles down with Papageno. Prince Tamino is given the title object and is told to rescue Pamina at the beginning of this opera",The {Magic Flute} or {Die Zauberflote},The_Magic_Flute,True,5,3,0,15,"{'entity': 'I-MISC', 'score': 0.9311614, 'index': 1, 'word': 'The', 'start': 0, 'end': 3}"
3962,3962,".Monostatos tries to pursue a princess who was supposedly kidnapped by Sarastro in this work. The queen instructs her daughter to kill Sarastro and gives her a dagger in this work, and one character breaks his vow of fasting by accepting water from an old woman. That old woman later turns out to be (*) Papagena, who eventually settles down with Papageno. Prince Tamino is given the title object and is told to rescue Pamina at the beginning of this opera. For 10 points, name this opera by Mozart about an enchanted instrument",The {Magic Flute} or {Die Zauberflote},The_Magic_Flute,True,6,3,0,15,"{'entity': 'I-MISC', 'score': 0.9311614, 'index': 1, 'word': 'The', 'start': 0, 'end': 3}"
3963,3963,".Monostatos tries to pursue a princess who was supposedly kidnapped by Sarastro in this work. The queen instructs her daughter to kill Sarastro and gives her a dagger in this work, and one character breaks his vow of fasting by accepting water from an old woman. That old woman later turns out to be (*) Papagena, who eventually settles down with Papageno. Prince Tamino is given the title object and is told to rescue Pamina at the beginning of this opera. For 10 points, name this opera by Mozart about an enchanted instrument.",The {Magic Flute} or {Die Zauberflote},The_Magic_Flute,True,7,3,0,15,"{'entity': 'I-MISC', 'score': 0.9311614, 'index': 1, 'word': 'The', 'start': 0, 'end': 3}"
3964,3964,"Monostatos tries to pursue a princess who was supposedly kidnapped by Sarastro in this work. The queen instructs her daughter to kill Sarastro and gives her a dagger in this work, and one character breaks his vow of fasting by accepting water from an old woman. That old woman later turns out to be (*) Papagena, who eventually settles down with Papageno. Prince Tamino is given the title object and is told to rescue Pamina at the beginning of this opera. For 10 points, name this opera by Mozart about an enchanted instrument.",The {Magic Flute} or {Die Zauberflote},The_Magic_Flute,True,6,3,0,15,"{'entity': 'I-MISC', 'score': 0.9311614, 'index': 1, 'word': 'The', 'start': 0, 'end': 3}"
3965,3965,.Vietnamese national hero Le Loi defended his country against this dynasty's forces,{Ming} Dynasty [or {Empire} of the {Great Ming}; or {Ming Chao}],Vietnam,False,2,1,0,7,"{'entity': 'I-LOC', 'score': 0.99959165, 'index': 1, 'word': 'Vietnam', 'start': 0, 'end': 7}"
3966,3966,".Vietnamese national hero Le Loi defended his country against this dynasty's forces. The Fish Scale Records were used to calculate taxes by this dynasty's founder, the Hongwu Emperor",{Ming} Dynasty [or {Empire} of the {Great Ming}; or {Ming Chao}],Ming_dynasty,True,3,2,0,12,"{'entity': 'I-MISC', 'score': 0.987981, 'index': 1, 'word': 'Ming', 'start': 0, 'end': 4}"
3967,3967,".Vietnamese national hero Le Loi defended his country against this dynasty's forces. The Fish Scale Records were used to calculate taxes by this dynasty's founder, the Hongwu Emperor. This dynasty's Yong-le Emperor ordered the construction of Beijing's Forbidden City",{Ming} Dynasty [or {Empire} of the {Great Ming}; or {Ming Chao}],Beijing,False,4,1,0,7,"{'entity': 'I-LOC', 'score': 0.9992373, 'index': 1, 'word': 'Beijing', 'start': 0, 'end': 7}"
3968,3968,".Vietnamese national hero Le Loi defended his country against this dynasty's forces. The Fish Scale Records were used to calculate taxes by this dynasty's founder, the Hongwu Emperor. This dynasty's Yong-le Emperor ordered the construction of Beijing's Forbidden City. The (*) Yuan Dynasty fell during the Red Turban Rebellion, which brought this dynasty to power",{Ming} Dynasty [or {Empire} of the {Great Ming}; or {Ming Chao}],Ming_dynasty,True,5,2,0,12,"{'entity': 'I-MISC', 'score': 0.987981, 'index': 1, 'word': 'Ming', 'start': 0, 'end': 4}"
3969,3969,".Vietnamese national hero Le Loi defended his country against this dynasty's forces. The Fish Scale Records were used to calculate taxes by this dynasty's founder, the Hongwu Emperor. This dynasty's Yong-le Emperor ordered the construction of Beijing's Forbidden City. The (*) Yuan Dynasty fell during the Red Turban Rebellion, which brought this dynasty to power. Zheng He was a eunuch admiral who explored under this dynasty's banner",{Ming} Dynasty [or {Empire} of the {Great Ming}; or {Ming Chao}],Ming_dynasty,True,6,2,0,12,"{'entity': 'I-MISC', 'score': 0.987981, 'index': 1, 'word': 'Ming', 'start': 0, 'end': 4}"
3970,3970,".Vietnamese national hero Le Loi defended his country against this dynasty's forces. The Fish Scale Records were used to calculate taxes by this dynasty's founder, the Hongwu Emperor. This dynasty's Yong-le Emperor ordered the construction of Beijing's Forbidden City. The (*) Yuan Dynasty fell during the Red Turban Rebellion, which brought this dynasty to power. Zheng He was a eunuch admiral who explored under this dynasty's banner. For 10 points, name this Chinese dynasty that began in the 1300s and was renowned for its porcelain",{Ming} Dynasty [or {Empire} of the {Great Ming}; or {Ming Chao}],Ming_dynasty,True,7,2,0,12,"{'entity': 'I-MISC', 'score': 0.987981, 'index': 1, 'word': 'Ming', 'start': 0, 'end': 4}"
3971,3971,".Vietnamese national hero Le Loi defended his country against this dynasty's forces. The Fish Scale Records were used to calculate taxes by this dynasty's founder, the Hongwu Emperor. This dynasty's Yong-le Emperor ordered the construction of Beijing's Forbidden City. The (*) Yuan Dynasty fell during the Red Turban Rebellion, which brought this dynasty to power. Zheng He was a eunuch admiral who explored under this dynasty's banner. For 10 points, name this Chinese dynasty that began in the 1300s and was renowned for its porcelain.",{Ming} Dynasty [or {Empire} of the {Great Ming}; or {Ming Chao}],Ming_dynasty,True,8,2,0,12,"{'entity': 'I-MISC', 'score': 0.987981, 'index': 1, 'word': 'Ming', 'start': 0, 'end': 4}"
3972,3972,"Vietnamese national hero Le Loi defended his country against this dynasty's forces. The Fish Scale Records were used to calculate taxes by this dynasty's founder, the Hongwu Emperor. This dynasty's Yong-le Emperor ordered the construction of Beijing's Forbidden City. The (*) Yuan Dynasty fell during the Red Turban Rebellion, which brought this dynasty to power. Zheng He was a eunuch admiral who explored under this dynasty's banner. For 10 points, name this Chinese dynasty that began in the 1300s and was renowned for its porcelain.",{Ming} Dynasty [or {Empire} of the {Great Ming}; or {Ming Chao}],Ming_dynasty,True,7,2,0,12,"{'entity': 'I-MISC', 'score': 0.987981, 'index': 1, 'word': 'Ming', 'start': 0, 'end': 4}"
3973,3973,".An eating competition with a woman known as The Elephant occurs in this novel, which also details a massacre of banana-farm workers",One Hundred Years of Solitude [or {Cien años} de soledad],Boston_Massacre,False,2,2,0,15,"{'entity': 'I-MISC', 'score': 0.63756186, 'index': 1, 'word': 'Boston', 'start': 0, 'end': 6}"
3974,3974,".An eating competition with a woman known as The Elephant occurs in this novel, which also details a massacre of banana-farm workers. It ends with one character finally deciphering a message written by the gypsy Melquíades, who earlier introduces another character to ice",One Hundred Years of Solitude [or {Cien años} de soledad],One_Hundred_Years_of_Solitude,True,3,5,0,29,"{'entity': 'I-MISC', 'score': 0.81069726, 'index': 1, 'word': 'One', 'start': 0, 'end': 3}"
3975,3975,".An eating competition with a woman known as The Elephant occurs in this novel, which also details a massacre of banana-farm workers. It ends with one character finally deciphering a message written by the gypsy Melquíades, who earlier introduces another character to ice. During his military conquests, that character fathers seventeen children with the name (*) Aureliano",One Hundred Years of Solitude [or {Cien años} de soledad],One_Hundred_Years_of_Solitude,True,4,5,0,29,"{'entity': 'I-MISC', 'score': 0.81069726, 'index': 1, 'word': 'One', 'start': 0, 'end': 3}"
3976,3976,".An eating competition with a woman known as The Elephant occurs in this novel, which also details a massacre of banana-farm workers. It ends with one character finally deciphering a message written by the gypsy Melquíades, who earlier introduces another character to ice. During his military conquests, that character fathers seventeen children with the name (*) Aureliano. This novel sees Úrsula live to a supernatural age, and with her husband José Arcadio Buendía she establishes the town of Macondo",One Hundred Years of Solitude [or {Cien años} de soledad],One_Hundred_Years_of_Solitude,True,5,5,0,29,"{'entity': 'I-MISC', 'score': 0.81069726, 'index': 1, 'word': 'One', 'start': 0, 'end': 3}"
